clientid,patientid,statusid,name,breedname,breedid,speciesname,speciesid,extension,active,description
6059,6059-1,1,Amadeus,Siamese,SIA,Feline,FEL,,1,Neutered Male
6975,28592,1,Amara,Domestic,DOM,Ferret,FER,,1,Spayed Female
4880,7615,1,Amaretto,"Retriever, Labrador Mix",RLX,Canine,CAN,,1,Spayed Female
13156,25890,1,Amari,Shih Tzu,SHI,Canine,CAN,,1,Neutered Male
L7657,L6962,1,Amber,BERNESE MOUNTAIN DOG,49,Canine,CAN,,1,Female
L7592,18018,1,Amber,Cavapoo,CQQ,Canine,CAN,,1,Female
5189,8074,1,Amber,Saint Bernard Mix,STX,Canine,CAN,,1,Female
L2305,10632,1,Amber,"Poodle, Toy",POT,Canine,CAN,,1,Female
11743,20955,1,Amber,"Corgi, Pembroke Welsh",WCP,Canine,CAN,,1,Spayed Female
7565,11968,1,Amber,LABRADOR RETRIEVER,10,Canine,CAN,,1,Female
2460,11243,1,Amber no ears,Domestic Shorthair,DSH,Feline,FEL,,1,Female
14919,23856,1,Ambrose,Domestic Mediumhair,DMH,Feline,FEL,,1,Male
8873,14395,1,Amelia,"Cattle Dog, Australian",ACD,Canine,CAN,,1,Spayed Female
5060,19492,1,Amelia,Domestic,DOM,Ferret,FER,,1,Spayed Female
14710,14710-1,1,Amelia,Domestic Shorthair,DSH,Feline,FEL,,1,Spayed Female
11838,20097,1,Amenadiel,Boxer,BOX,Canine,CAN,,1,Male
2971,9630,1,Amethyst,Himalayan,HIM,Feline,FEL,,1,Spayed Female
11861,11861-1,1,Amiga,Domestic Shorthair,DSH,Feline,FEL,,1,Spayed Female
15936,24546,1,Amigo,"Shorthair, American",ASH,Feline,FEL,,1,Neutered Male
8514,8514-1,1,Amira,Domestic Shorthair,DSH,Feline,FEL,,1,Spayed Female
12638,21499,1,Amore,Domestic Mediumhair,DMH,Feline,FEL,,1,Female
1356,6897,1,Amos,"Sheepdog, Shetland",SHS,Canine,CAN,,1,Male
L5823,22527,1,Amos,Domestic Shorthair,DSH,Feline,FEL,,1,Neutered Male
6170,9383,1,Amos,Domestic Shorthair,DSH,Feline,FEL,,1,Neutered Male
18542,11815,1,Amos,LABRADOR RETRIEVER,10,Canine,CAN,,1,Neutered Male
55,74,1,Amos,Domestic Shorthair,DSH,Feline,FEL,,1,Neutered Male
5189,8073,1,Amy,Saint Bernard Mix,STX,Canine,CAN,,1,Female
2930,25622,1,Amy,Pitbull Mix,PBX,Canine,CAN,,1,Spayed Female
L6931,L6931-2,1,Amy,BERNESE MOUNTAIN DOG,49,Canine,CAN,,1,Spayed Female
13177,1670,1,Ana,Russian Blue,RUS,Feline,FEL,,1,Spayed Female
404,17502,1,Anabelle,Domestic Shorthair,DSH,Feline,FEL,,1,Spayed Female
20680,1898,1,Anabelle,Domestic Shorthair,DSH,Feline,FEL,,1,Spayed Female
19960,73,1,Anakin,Puggle,PGL,Canine,CAN,,1,Male
9411,18414,1,Anastasia,Domestic Shorthair,DSH,Feline,FEL,,1,Spayed Female
2200,3495,1,Anastasia,Boxer,BOX,Canine,CAN,,1,Spayed Female
19717,28717,1,Anchor,Domestic Shorthair,DSH,Feline,FEL,,1,Neutered Male
19717,27042,1,Anchovie,Domestic Shorthair,DSH,Feline,FEL,,1,Neutered Male
19156,19156-1,1,Anders,Domestic Shorthair,DSH,Feline,FEL,,1,Neutered Male
6459,19554,1,Anderson Pooper,Domestic Shorthair,DSH,Feline,FEL,,1,Male
20397,20397-1,1,Andi,"Retriever, Golden",RGO,Canine,CAN,,1,Spayed Female
849,1350,1,Andi,Shih Tzu,SHI,Canine,CAN,,1,Spayed Female
1742,2816,1,Andre,Unknown,UNK,Reptile/Amphibian,REA,,1,Male
21136,21136-1,1,Andre,"Spaniel, Cavalier King Charles",SKC,Canine,CAN,,1,Male
20203,25848,1,Andre,"Terrier, Yorkshire",TYO,Canine,CAN,,1,Neutered Male
2719,4317,1,Andrew,Domestic Shorthair,DSH,Feline,FEL,,1,Neutered Male
11480,19449,1,Andrew,Domestic Shorthair,DSH,Feline,FEL,,1,Neutered Male
6361,9655,1,Andrew,Domestic Longhair,DLH,Feline,FEL,,1,Neutered Male
7257,11345,1,Andy,"Shepherd, German Mix",GEX,Canine,CAN,,1,Neutered Male
6050,9229,1,Andy,"Dachshund, Miniature",DMC,Canine,CAN,,1,Male
16587,16587-1,1,Andy,"Shepherd, German",GER,Canine,CAN,,1,Male
21726,15125,1,Andy,Shih Tzu,SHI,Canine,CAN,,1,Neutered Male
16419,25404,1,Andy,"Shorthair, American",ASH,Feline,FEL,,1,Neutered Male
12679,21568,1,Andy,"Dragon, Bearded",DBR,Reptile/Amphibian,REA,,1,Male
1337,30674,1,Andy,RABBIT,32,Small Mammal,2,,1,Male
18655,11614,1,Andy,Domestic Shorthair,DSH,Feline,FEL,,1,Neutered Male
5189,8071,1,Andy,Saint Bernard Mix,STX,Canine,CAN,,1,Male
11112,24109,1,Anemone,"Shorthair, American",ASH,Feline,FEL,,1,Spayed Female
19423,L4043-1,1,Angel,Maltese,MAL,Canine,CAN,,1,Spayed Female
17991,17991-2,1,Angel,Pomeranian,POM,Canine,CAN,,1,Male
4039,L5255,1,Angel,Domestic Shorthair,DSH,Feline,FEL,,1,Spayed Female
5815,30619,1,Angel,GOLDEN RETRIEVER,2,Canine,CAN,,1,Female
8576,13898,1,Angel,Bichon Frise,BIF,Canine,CAN,,1,Spayed Female
19506,19506-1,1,Angel,Pitbull,PIT,Canine,CAN,,1,Spayed Female
18976,1352,1,Angel,Domestic Shorthair,DSH,Feline,FEL,,1,Female
10005,16548,1,Angel,Domestic Shorthair,DSH,Feline,FEL,,1,Spayed Female
4541,4541-1,1,Angel,Domestic Shorthair,DSH,Feline,FEL,,1,Spayed Female
5619,16756,1,Angel,Jack Russell Terrier Mix,JRM,Canine,CAN,,1,Spayed Female
L7657,L6964,1,Angel,BERNESE MOUNTAIN DOG,49,Canine,CAN,,1,Female
1080,1733,1,Angel,Domestic Mediumhair,DMH,Feline,FEL,,1,Female
12369,20931,1,Angel,Retriever,RET,Canine,CAN,,1,Spayed Female
3508,L6941,1,Angel,Domestic Shorthair,DSH,Feline,FEL,,1,Spayed Female
16231,618,1,Angel,Domestic Shorthair,DSH,Feline,FEL,,1,Spayed Female
L3881,L3881-4,1,Angel,Domestic Shorthair,DSH,Feline,FEL,,1,Female
13610,13610-1,1,Angel,"Pinscher, Doberman",DOB,Canine,CAN,,1,Female
L4780,15959,1,Angel,DSH,8,Feline,FEL,,1,Female
2460,9899,1,Angel,Domestic Shorthair,DSH,Feline,FEL,,1,Female
4984,28515,1,Angel,"Pug, Chinese Mixed",PUX,Canine,CAN,,1,Spayed Female
L7452,L6587,1,Angel,Domestic Shorthair,DSH,Feline,FEL,,1,Male
13023,22255,1,Angel,Mixed,MIX,Canine,CAN,,1,Female
6675,18123,1,Angel,Harlequin,HAR,Rabbit,RAB,,1,Female
7361,11601,1,Angel,"Goldendoodle, mini",MGO,Canine,CAN,,1,Spayed Female
L7035,L5597,1,Angel,Chihuahua Mix,CIX,Canine,CAN,,1,Spayed Female
2880,4572,1,Angel,Beagle,BGL,Canine,CAN,,1,Spayed Female
13281,22740,1,Angel,Domestic Shorthair,DSH,Feline,FEL,,1,Spayed Female
3475,5503,1,Angel,Parakeet,PAR,Avian,AVI,,1,Male
11154,11154-1,1,Angel,Cockapoo,COC,Canine,CAN,,1,Male
9329,15286,1,Angel,Domestic Shorthair,DSH,Feline,FEL,,1,Female
7030,7030-1,1,Angel,Domestic Shorthair,DSH,Feline,FEL,,1,Spayed Female
17833,14388,1,"Angel (aka""Cuppy"")",Domestic Shorthair,DSH,Feline,FEL,,1,Neutered Male
1904,7383,1,Angel Baby,CAVALIER KING CHARLES SPANIEL,27,Canine,CAN,,1,Female
20472,10746,1,Angel Face,Calico,CAL,Feline,FEL,,1,Female
12800,21728,1,Angela,Cockatiel,COK,Avian,AVI,,1,Male
4371,11625,1,Angelina,Domestic Longhair,DLH,Feline,FEL,,1,Spayed Female
3770,90,1,Angeline,Domestic Shorthair,DSH,Feline,FEL,,1,Spayed Female
20515,20515-1,1,Angelise,Collie Mix,COX,Canine,CAN,,1,Spayed Female
L7352,L6374,1,Angie,GERMAN SHEPHERD,11,Canine,CAN,,1,Female
7367,17180,1,Angie Girl,Domestic Shorthair,DSH,Feline,FEL,,1,Female
14787,14787-1,1,Angora,Domestic Shorthair,DSH,Feline,FEL,,1,Spayed Female
6074,9255,1,Angus,"Snake, Boa Constrictor",BOA,Reptile/Amphibian,REA,,1,Female
L3265,11896,1,Angus,Bernadoodle- Bernese and Poodl,BPX,Canine,CAN,,1,Neutered Male
18185,18185-1,1,Angus,Pitbull,PIT,Canine,CAN,,1,Neutered Male
4251,6718,1,Angus,Puggle,PGL,Canine,CAN,,1,Neutered Male
23568,30891,1,Angus,Domestic,DOM,Rat,RAT,,1,Male
21778,26390,1,Angus,GERMAN SHEPHERD,11,Canine,CAN,,1,Male
13161,13161-1,1,Ani,Other Canine,OTH,Canine,CAN,,1,Spayed Female
4601,14675,1,Anika,Pomeranian Mix,PMX,Canine,CAN,,1,Female
5403,5403-2,1,Animal,Domestic Shorthair,DSH,Feline,FEL,,1,Spayed Female
18315,18315-1,1,Ann,"Pinscher, Miniature",PIM,Canine,CAN,,1,Spayed Female
12744,21667,1,Anna,CAVALIER KING CHARLES SPANIEL,27,Canine,CAN,,1,Female
L7973,L7643,1,Anna,Siamese,SIA,Feline,FEL,,1,Spayed Female
18733,4197,1,Anna,Samoyed,SAM,Canine,CAN,,1,Female
17903,25100,1,Anna,Domestic Longhair,DLH,Feline,FEL,,1,Spayed Female
3966,1550,1,Anna,Domestic Shorthair,DSH,Feline,FEL,,1,Spayed Female
7568,11971,1,Anna,"Shepherd, Anatolian",SAN,Canine,CAN,,1,Spayed Female
18733,26675,1,Anna (granddog),"Shepherd, German Mix",GEX,Canine,CAN,,1,Spayed Female
13964,23335,1,Anna Mae (Annie),"Poodle, Standard",POS,Canine,CAN,,1,Spayed Female
9483,21238-1,1,Annabel Lee,"Shepherd, German Mix",GEX,Canine,CAN,,1,Spayed Female
L4356,L5261,1,Annabell,Mixed,MIX,Canine,CAN,,1,Spayed Female
5165,8021,1,Annabella,Chihuahua,CIA,Canine,CAN,,1,Spayed Female
7137,11150,1,Annabella,Domestic Shorthair,DSH,Feline,FEL,,1,Spayed Female
21738,12987,1,Annabelle,Domestic Shorthair,DSH,Feline,FEL,,1,Spayed Female
9556,15706,1,Annabelle,Goldendoodle,RGP,Canine,CAN,,1,Female
8045,12832,1,Annabelle,Domestic Shorthair,DSH,Feline,FEL,,1,Spayed Female
2215,4519,1,Annabelle,Retriever Mixed,REX,Canine,CAN,,1,Spayed Female
12520,21212,1,Annabelle,Domestic Mediumhair,DMH,Feline,FEL,,1,Spayed Female
20735,7313,1,Annabelle,Domestic Mediumhair,DMH,Feline,FEL,,1,Spayed Female
18118,18118-1,1,Annabelle,Domestic Shorthair,DSH,Feline,FEL,,1,Spayed Female
14421,25978,1,Annabelle,Retriever Mixed,REX,Canine,CAN,,1,Spayed Female
20902,20902-1,1,Annabelle,"Retriever, Labrador",RLA,Canine,CAN,,1,Female
3676,5793,1,AnnaBelle,Domestic Shorthair,DSH,Feline,FEL,,1,Spayed Female
3973,6285,1,Annette,"Macaw, Hahn's",MHA,Avian,AVI,,1,Female
1528,2491,1,Annie,GOLDEN RETRIEVER,2,Canine,CAN,,1,Spayed Female
L7575,L6813,1,Annie,"Lop, Mini",LOM,Rabbit,RAB,,1,Spayed Female
5405,17716,1,Annie,Domestic Shorthair,DSH,Feline,FEL,,1,Spayed Female
3571,16728,1,Annie,Bichon Frise Mix,BIX,Canine,CAN,,1,Spayed Female
7335,11544,1,Annie,Poodle Mix,PXX,Canine,CAN,,1,Spayed Female
10463,19439,1,Annie,GOLDEN RETRIEVER,2,Canine,CAN,,1,Spayed Female
21012,13247,1,Annie,Pekingese Mix,PEX,Canine,CAN,,1,Spayed Female
14728,23784,1,Annie,Shiba Inu Mix,SBM,Canine,CAN,,1,Spayed Female
13223,13223-1,1,Annie,Shih Tzu,SHI,Canine,CAN,,1,Spayed Female
18847,414,1,Annie,Collie Mix,COX,Canine,CAN,,1,Spayed Female
L7052,31303,1,Annie,Domestic Shorthair,DSH,Feline,FEL,,1,Spayed Female
L5535,L5535-2,1,Annie,"Dachshund, Smooth",DSC,Canine,CAN,,1,Spayed Female
18147,18147-1,1,Annie,"Cattle Dog, Australian Mix",ACX,Canine,CAN,,1,Spayed Female
11078,18709,1,Annie,Domestic Shorthair,DSH,Feline,FEL,,1,Spayed Female
L7726,L7128,1,Annie,Domestic Shorthair,DSH,Feline,FEL,,1,Female
5316,26751,1,Annie,Goldendoodle,RGP,Canine,CAN,,1,Female
L5823,30882,1,Annie,Domestic Shorthair,DSH,Feline,FEL,,1,Spayed Female
3259,6575,1,Annie,Great Pyrenees,GRP,Canine,CAN,,1,Spayed Female
12845,12845-1,1,Annie,"Retriever, Labrador",RLA,Canine,CAN,,1,Spayed Female
10539,17640,1,Annie,Domestic Shorthair,DSH,Feline,FEL,,1,Spayed Female
19257,13473,1,Annie,JUG,JUG,Canine,CAN,,1,Spayed Female
16601,55,1,Annie,Domestic Shorthair,DSH,Feline,FEL,,1,Spayed Female
8514,10302,1,Annie,Domestic Shorthair,DSH,Feline,FEL,,1,Spayed Female
19370,25588,1,Annie,Mixed,MIX,Canine,CAN,,1,Spayed Female
9263,15143,1,Annie,"Retriever, Labrador Mix",RLX,Canine,CAN,,1,Spayed Female
22369,27680,1,Annie,"Shorthair, American",ASH,Feline,FEL,,1,Spayed Female
4262,6726,1,Anniebelle,BERNESE MOUNTAIN DOG,49,Canine,CAN,,1,Female
4271,6737,1,Anniebelle,BERNESE MOUNTAIN DOG,49,Canine,CAN,,1,Female
13837,23267,1,Annoya,Domestic Shorthair,DSH,Feline,FEL,,1,Spayed Female
21125,21125-1,1,Anole,"Chameleon, American (Anole)",ANO,Reptile/Amphibian,REA,,1,Undetermined
671,23793,1,Anouk,Retriever Mixed,REX,Canine,CAN,,1,Spayed Female
8094,13698,1,Anri,"Tegu, Argentine",TEA,Reptile/Amphibian,REA,,1,Female
18141,8855,1,Antonio,Skinny (Hairless),SKN,Guinea Pig,GUI,,1,Female
9758,16063,1,Anubis,Dalmatian,DAL,Canine,CAN,,1,Male
402,1229,1,Anya,Shepherd Mix,SHM,Canine,CAN,,1,Spayed Female
5236,8168,1,Anya,Domestic Shorthair,DSH,Feline,FEL,,1,Spayed Female
23080,29563,1,Anya,Domestic Shorthair,DSH,Feline,FEL,,1,Spayed Female
11479,19451,1,Anya,Domestic Shorthair,DSH,Feline,FEL,,1,Spayed Female
13577,20804,1,Aoife    (eefa),Domestic Shorthair,DSH,Feline,FEL,,1,Spayed Female
20093,29712,1,Apex,"Shepherd, Shiloh",SSH,Canine,CAN,,1,Male
14063,25012,1,Aphrodite,Domestic Shorthair,DSH,Feline,FEL,,1,Spayed Female
7062,11007,1,Aphrodite,"Python, Ball",PBA,Reptile/Amphibian,REA,,1,Female
23254,30048,1,Apollo,BERNESE MOUNTAIN DOG,49,Canine,CAN,,1,Neutered Male
11982,20341,1,Apollo,Pitbull,PIT,Canine,CAN,,1,Male
13860,28346,1,Apollo,Pitbull,PIT,Canine,CAN,,1,Male
7051,10977,1,Apollo,Parakeet,PAR,Avian,AVI,,1,Male
1148,27683,1,Apollo,Boxer,BOX,Canine,CAN,,1,Male
744,1160,1,Apollo,Boxer,BOX,Canine,CAN,,1,Neutered Male
15825,21018,1,Apollo,Domestic Shorthair,DSH,Feline,FEL,,1,Neutered Male
18718,16731,1,Apollo,Boxer Mix,BXX,Canine,CAN,,1,Neutered Male
22346,27627,1,Apollo,BERNESE MOUNTAIN DOG,49,Canine,CAN,,1,Neutered Male
9758,16062,1,Apollo,Dalmatian,DAL,Canine,CAN,,1,Male
22047,18911,1,Apollo,LABRADOR RETRIEVER,10,Canine,CAN,,1,Neutered Male
16643,24589,1,Apollo,Retriever Mixed,REX,Canine,CAN,,1,Neutered Male
11466,19437,1,Apollo,"Rex, Mini",MRX,Rabbit,RAB,,1,Male
23184,29843,1,Apollo,Domestic Shorthair,DSH,Feline,FEL,,1,Neutered Male
22034,27105,1,Apollo,"Cattle Dog, Australian",ACD,Canine,CAN,,1,Neutered Male
6045,9218,1,Apollo,Pitbull,PIT,Canine,CAN,,1,Neutered Male
129,17007,1,Apollo,Chihuahua Mix,CIX,Canine,CAN,,1,Neutered Male
7083,11029,1,Apollo,Domestic Shorthair,DSH,Feline,FEL,,1,Male
22195,27307,1,Apollo,Husky,HUS,Canine,CAN,,1,Male
7075,15948,1,Apollo,"Retriever, Golden Mix",RGX,Canine,CAN,,1,Neutered Male
10094,16733,1,Apollo,Boxer,BOX,Canine,CAN,,1,Neutered Male
10637,18039,1,Apollo,Domestic Shorthair,DSH,Feline,FEL,,1,Neutered Male
5459,8444,1,Apollo,Siamese,SIA,Feline,FEL,,1,Neutered Male
10877,18326,1,Apollo,"Husky, Siberian",SIB,Canine,CAN,,1,Neutered Male
18566,25327,1,Apollo,Great Dane,GRD,Canine,CAN,,1,Male
7875,18197,1,Apollo,AUSTRALIAN SHEPHERD,51,Canine,CAN,,1,Neutered Male
L6657,L6657-3,1,Apollo,"Retriever, Labrador Mix",RLX,Canine,CAN,,1,Neutered Male
8525,15970,1,Apollo,DSH,8,Feline,FEL,,1,Neutered Male
16689,24607,1,Apollo,Domestic Shorthair,DSH,Feline,FEL,,1,Neutered Male
4448,L7497,1,Apollo,Domestic Shorthair,DSH,Feline,FEL,,1,Neutered Male
2973,4693,1,Apollo,Pitbull,PIT,Canine,CAN,,1,Male
5422,18848,1,Apollo,Pitbull Mix,PBX,Canine,CAN,,1,Neutered Male
L6387,16427,1,Apollo,Husky Mix,HUX,Canine,CAN,,1,Neutered Male
6828,10551,1,Apollo,Domestic Shorthair,DSH,Feline,FEL,,1,Neutered Male
1599,2595,1,Appa,Domestic Shorthair,DSH,Feline,FEL,,1,Neutered Male
12795,21724,1,Appa,DSH,8,Feline,FEL,,1,Neutered Male
12703,21622,1,Appa,"Bulldog, English",BUE,Canine,CAN,,1,Neutered Male
19714,19714-1,1,Appa,Domestic Shorthair,DSH,Feline,FEL,,1,Neutered Male
12682,21573,1,Appa,Domestic,DOM,Ferret,FER,,1,Male
6264,25426,1,Apple,Terrier Mix,TEX,Canine,CAN,,1,Spayed Female
9790,17400,1,Apple Pie,Domestic Shorthair,DSH,Feline,FEL,,1,Neutered Male
10944,30928,1,Apricot,Domestic Shorthair,DSH,Feline,FEL,,1,Spayed Female
3122,15123,1,April,Domestic Mediumhair,DMH,Feline,FEL,,1,Female
69,95,1,April,Cockapoo,COC,Canine,CAN,,1,Spayed Female
23651,31141,1,April,Domestic Shorthair,DSH,Feline,FEL,,1,Spayed Female
21339,21339-1,1,April,Russian Blue,RUS,Feline,FEL,,1,Spayed Female
8092,8257,1,April,Domestic Shorthair,DSH,Feline,FEL,,1,Spayed Female
655,1042,1,April Marie,Domestic Shorthair,DSH,Feline,FEL,,1,Spayed Female
2358,5943,1,Aquarius,Domestic Shorthair,DSH,Feline,FEL,,1,Male
6708,19797,1,Aquarius,Bouvier des Flandres,BOU,Canine,CAN,,1,Male
22153,27217,1,Aquarius,Pitbull,PIT,Canine,CAN,,1,Neutered Male
5189,8069,1,Aragorn,Saint Bernard Mix,STX,Canine,CAN,,1,Male
22042,30239,1,Aramis,MAINE COON CAT,34,Feline,FEL,,1,Neutered Male
4352,6847,1,Arby,"Rat, Hooded",HOO,Rat,RAT,,1,Female
14591,24446,1,Archer,LABRADOR RETRIEVER,10,Canine,CAN,,1,Neutered Male
6566,15028,1,Archer,Labradoodle,RLP,Canine,CAN,,1,Neutered Male
7575,11985,1,Archer,Pitbull Mix,PBX,Canine,CAN,,1,Neutered Male
1089,2055,1,Archer,Domestic Shorthair,DSH,Feline,FEL,,1,Neutered Male
21867,26481,1,Archer,Catahoula Leopard Dog,CAT,Canine,CAN,,1,Male
22621,28335,1,Archer,LABRADOR RETRIEVER,10,Canine,CAN,,1,Neutered Male
1210,11988,1,Archer,BELGIAN MALINOIS,43,Canine,CAN,,1,Male
20662,30232,1,Archer,Mixed,MIX,Canine,CAN,,1,Neutered Male
2976,16539,1,Archie,Domestic Shorthair,DSH,Feline,FEL,,1,Neutered Male
14267,23479,1,Archie,BORDER COLLIE,7,Canine,CAN,,1,Neutered Male
9060,14811,1,Archie,Mixed,MIX,Canine,CAN,,1,Neutered Male
22133,27174,1,Archie,Saint Bernard Mix,STX,Canine,CAN,,1,Male
5919,14009,1,Archie,Domestic Shorthair,DSH,Feline,FEL,,1,Neutered Male
21231,22280,1,Archie,"Coonhound, Redbone",CHR,Canine,CAN,,1,Neutered Male
2759,21875,1,Archie,"Goldendoodle, mini",MGO,Canine,CAN,,1,Neutered Male
4272,6738,1,Archie,Bichon Frise,BIF,Canine,CAN,,1,Neutered Male
10248,30602,1,Archie,Maltese,MAL,Canine,CAN,,1,Neutered Male
21071,10552,1,Archie,Domestic Longhair,DLH,Feline,FEL,,1,Neutered Male
5271,16144,1,Archie,Domestic Shorthair,DSH,Feline,FEL,,1,Neutered Male
20177,12968,1,Archie,Domestic Shorthair,DSH,Feline,FEL,,1,Neutered Male
22422,27805,1,Archie,"Spaniel, English Springer",SPN,Canine,CAN,,1,Male
4601,12019,1,Archie,"Terrier, Yorkshire",TYO,Canine,CAN,,1,Male
5060,12240,1,Archie,BORDER COLLIE,7,Canine,CAN,,1,Neutered Male
9732,16567,1,Archie,Domestic Shorthair,DSH,Feline,FEL,,1,Neutered Male
17709,17039,1,Archie,Domestic Shorthair,DSH,Feline,FEL,,1,Male
21177,21177,1,Archie,Domestic Shorthair,DSH,Feline,FEL,,1,Spayed Female
4891,28831,1,Archie,Terrier Mix,TEX,Canine,CAN,,1,Neutered Male
9756,28788,1,Archie,Dachshund,DCH,Canine,CAN,,1,Male
7815,19129,1,Archie,AUSTRALIAN SHEPHERD,51,Canine,CAN,,1,Male
13025,22261,1,Archie,Goldendoodle,RGP,Canine,CAN,,1,Neutered Male
10856,24424,1,Archie,Labradoodle,RLP,Canine,CAN,,1,Neutered Male
6609,14575,1,Archie,"Shepherd, Australian Mix",SAX,Canine,CAN,,1,Neutered Male
7844,18942,1,Archie,BERNESE MOUNTAIN DOG,49,Canine,CAN,,1,Neutered Male
12546,21293,1,Archie,Domestic Shorthair,DSH,Feline,FEL,,1,Neutered Male
23206,29910,1,Archie,"Retriever, Golden",RGO,Canine,CAN,,1,Male
9782,30459,1,Archie,Mixed,MIX,Canine,CAN,,1,Male
8169,13069,1,Archie,Labradoodle,RLP,Canine,CAN,,1,Neutered Male
23494,31241,1,Archie,LABRADOR RETRIEVER,10,Canine,CAN,,1,Neutered Male
11526,19538,1,Archie,Domestic Shorthair,DSH,Feline,FEL,,1,Neutered Male
14182,14182-1,1,Archie,Bichon Frise,BIF,Canine,CAN,,1,Neutered Male
2479,9042,1,Archie,Domestic Shorthair,DSH,Feline,FEL,,1,Neutered Male
6786,10476,1,Archie,"Bulldog, French",BUF,Canine,CAN,,1,Male
16264,24138,1,Archimedes,Domestic Shorthair,DSH,Feline,FEL,,1,Neutered Male
22462,28083,1,Ares,Great Dane,GRD,Canine,CAN,,1,Male
6613,10128,1,Ares,"Terrier, Jack Russell",TJR,Canine,CAN,,1,Neutered Male
1948,3321,1,Ares,Domestic Shorthair,DSH,Feline,FEL,,1,Neutered Male
23186,29846,1,Ares,Russian Blue,RUS,Feline,FEL,,1,Neutered Male
7586,11995,1,Ares,Domestic Shorthair,DSH,Feline,FEL,,1,Neutered Male
3520,25669,1,Aretha Franklin,"Shorthair, American",ASH,Feline,FEL,,1,Spayed Female
6739,10372,1,Argo,Domestic Shorthair,DSH,Feline,FEL,,1,Neutered Male
17013,8368,1,Argos,"Retriever, Labrador Mix",RLX,Canine,CAN,,1,Neutered Male
2710,4303,1,Argos,Goldendoodle,RGP,Canine,CAN,,1,Neutered Male
1509,2625,1,Argus,Poodle Mix,PXX,Canine,CAN,,1,Neutered Male
9350,15328,1,Ari,Domestic Shorthair,DSH,Feline,FEL,,1,Female
L7275,L6212,1,Ari,"Bulldog, American",BUA,Canine,CAN,,1,Spayed Female
8030,12795,1,Ari,"Bulldog, English",BUE,Canine,CAN,,1,Male
L7056,L7056-1,1,Ari,Domestic Shorthair,DSH,Feline,FEL,,1,Spayed Female
3966,3966-2,1,Ari,"Collie, Border",COB,Canine,CAN,,1,Male
17499,24954,1,Aria,Chihuahua,CIA,Canine,CAN,,1,Spayed Female
10063,16664,1,Aria,"Goldendoodle, mini",MGO,Canine,CAN,,1,Spayed Female
7353,11585,1,Aria,Whippet Mix,WHX,Canine,CAN,,1,Spayed Female
17637,17637-1,1,Ariel,Domestic Shorthair,DSH,Feline,FEL,,1,Female
145,225,1,Ariel,Domestic Shorthair,DSH,Feline,FEL,,1,Spayed Female
21047,21047-1,1,Ariel,Mixed,MIX,Canine,CAN,,1,Female
14341,25763,1,Ariel,Ragdoll,RAG,Feline,FEL,,1,Female
14341,31391,1,Ariel Miss Pink,Ragdoll,RAG,Feline,FEL,,1,Female
14341,31392,1,Ariel Miss Red,Ragdoll,RAG,Feline,FEL,,1,Female
14341,31393,1,Ariel Mr Black,Ragdoll,RAG,Feline,FEL,,1,Male
14341,31394,1,Ariel Mr Gray,Ragdoll,RAG,Feline,FEL,,1,Male
12235,20645,1,Ariella,Domestic Shorthair,DSH,Feline,FEL,,1,Spayed Female
11502,22437,1,Aries,Domestic Shorthair,DSH,Feline,FEL,,1,Spayed Female
9019,21253,1,Aries,"Lop, Mini",LOM,Rabbit,RAB,,1,Female
10380,27082,1,Aries,Domestic Shorthair,DSH,Feline,FEL,,1,Neutered Male
22730,28670,1,Arlo,LABRADOR RETRIEVER,10,Canine,CAN,,1,Male
13791,23239,1,Arlo,Bernadoodle- Bernese and Poodl,BPX,Canine,CAN,,1,Male
13837,30118,1,Arlo,Domestic Longhair,DLH,Feline,FEL,,1,Male
11175,31374,1,Arlo,DSH,8,Feline,FEL,,1,Neutered Male
8382,20749,1,Arlo,Domestic Shorthair,DSH,Feline,FEL,,1,Neutered Male
1012,1609,1,Arlo,Domestic Shorthair,DSH,Feline,FEL,,1,Neutered Male
10974,18518,1,Arlo,Domestic,DOM,Ferret,FER,,1,Male
22616,28325,1,Arlo,"Corgi, Pembroke Welsh",WCP,Canine,CAN,,1,Male
7949,21894,1,Arlo,"Shepherd, Australian",SAU,Canine,CAN,,1,Neutered Male
12828,21752,1,Arlo Betts,Domestic Shorthair,DSH,Feline,FEL,,1,Neutered Male
11697,19843,1,Arlow,Cavapoo,CQQ,Canine,CAN,,1,Male
14643,23710,1,Arlow,Skinny (Hairless),SKN,Guinea Pig,GUI,,1,Male
23310,30212,1,Armageddon,Domestic Shorthair,DSH,Feline,FEL,,1,Neutered Male
19910,22662,1,Armani,Domestic Shorthair,DSH,Feline,FEL,,1,Male
3518,30615,1,Armin,Domestic Mediumhair,DMH,Feline,FEL,,1,Neutered Male
20853,20853-1,1,Arnie,Domestic Shorthair,DSH,Feline,FEL,,1,Neutered Male
22549,28105,1,Arnie,"Retriever, Labrador Mix",RLX,Canine,CAN,,1,Male
L4533,15221,1,Arnie,"Goldendoodle, mini",MGO,Canine,CAN,,1,Neutered Male
4240,6686,1,Arnold,BERNESE MOUNTAIN DOG,49,Canine,CAN,,1,Neutered Male
19844,25720,1,Arnold,WEST HIGHLAND WHITE TERRIER,18,Canine,CAN,,1,Neutered Male
7960,12661,1,Arnold,Domestic Longhair,DLH,Feline,FEL,,1,Neutered Male
